Application:, Trigno Discover (2.0.1.3)
Date/Time:, 9/18/2025 4:01:37 PM
Collection Length (seconds):, 4.995
Tibilais Anterior left (85586), , Gastrocnemius right (85650), , , , , , , , Rectus Femoris left (85878), , Rectus Femoris right (85844), , Hamstrings left (85904), , Tibilais Anterior right (85641), , Hamstrings right (85873), , Gastrocnemius left (85605)
sensor mode: 40, , sensor mode: 49, , , , , , , , sensor mode: 40, , sensor mode: 40, , sensor mode: 40, , sensor mode: 40, , sensor mode: 40, , sensor mode: 40
EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), GYRO X Time Series (s), GYRO X (deg/s), GYRO Y Time Series (s), GYRO Y (deg/s), GYRO Z Time Series (s), GYRO Z (deg/s), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV)
, 2148.1481 Hz, , 1925.9259 Hz, , 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz, , 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz
, 0.00046551724137931035 s, , 0.0005192307692307692 s, , 0.0135 s, , 0.0135 s, , 0.0135 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , Type, Name, Label, Time (s), , Pair, E1, E2, T1, T2, V1, V2, Sensor, Channel, Units, Delta T, RMS, PKPK, Peak Value, TPK, Integral
3.7278621, -0.0162814, 4.158, -0.002182, , , , , , , 3.7278621, -0.0031891, 3.7278621, 0.0092317, 3.7278621, -0.024506, 3.7278621, -0.061265, 3.7278621, -0.0068818, 3.7278621, -0.0193027, , , , , , , , , , , , , , , , , , , , , , 
3.7283276, -0.014435, 4.1585192, -0.0015106, , , , , , , 3.7283276, -0.0030213, 3.7283276, 0.008896, 3.7283276, -0.0243381, 3.7283276, -0.0610971, 3.7283276, -0.0078889, 3.7283276, -0.0209812, , , , , , , , , , , , , , , , , , , , , , 
3.7287931, -0.0129244, 4.1590385, -0.0015106, , , , , , , 3.7287931, -0.0085603, 3.7287931, 0.0078889, 3.7287931, -0.0246738, 3.7287931, -0.0599222, 3.7287931, -0.0082246, 3.7287931, -0.0198062, , , , , , , , , , , , , , , , , , , , , , 
3.7292586, -0.0112459, 4.1595577, -0.0015106, , , , , , , 3.7292586, -0.01561, 3.7292586, 0.0065461, 3.7292586, -0.0250095, 3.7292586, -0.0619364, 3.7292586, -0.0082246, 3.7292586, -0.0176242, , , , , , , , , , , , , , , , , , , , , , 
3.7297241, -0.0102388, 4.1600769, -0.0015106, , , , , , , 3.7297241, -0.0203098, 3.7297241, 0.0052033, 3.7297241, -0.0253452, 3.7297241, -0.0659648, 3.7297241, -0.0082246, 3.7297241, -0.0169528, , , , , , , , , , , , , , , , , , , , , , 
3.7301897, -0.0105745, 4.1605962, -0.002182, , , , , , , 3.7301897, -0.0204776, 3.7301897, 0.0052033, 3.7301897, -0.0256809, 3.7301897, -0.0683146, 3.7301897, -0.0082246, 3.7301897, -0.0182956, , , , , , , , , , , , , , , , , , , , , , 
3.7306552, -0.0115816, 4.1611154, -0.0048676, , , , , , , 3.7306552, -0.018967, 3.7306552, 0.0062104, 3.7306552, -0.0251774, 3.7306552, -0.0663005, 3.7306552, -0.0078889, 3.7306552, -0.018967, , , , , , , , , , , , , , , , , , , , , , 
3.7311207, -0.0125887, 4.1616346, -0.0087282, , , , , , , 3.7311207, -0.01561, 3.7311207, 0.0070497, 3.7311207, -0.0251774, 3.7311207, -0.0609293, 3.7311207, -0.0070497, 3.7311207, -0.0179599, , , , , , , , , , , , , , , , , , , , , , 
3.7315862, -0.0135958, 4.1621538, -0.011078, , , , , , , 3.7315862, -0.011078, 3.7315862, 0.0058747, 3.7315862, -0.0265202, 3.7315862, -0.0589151, 3.7315862, -0.005539, 3.7315862, -0.0146029, , , , , , , , , , , , , , , , , , , , , , 
3.7320517, -0.0142672, 4.1626731, -0.012253, , , , , , , 3.7320517, -0.0068818, 3.7320517, 0.0048676, 3.7320517, -0.0256809, 3.7320517, -0.0587472, 3.7320517, -0.0045319, 3.7320517, -0.0099031, , , , , , , , , , , , , , , , , , , , , , 
3.7325172, -0.0135958, 4.1631923, -0.0112459, , , , , , , 3.7325172, -0.0045319, 3.7325172, 0.0052033, 3.7325172, -0.0238346, 3.7325172, -0.0574044, 3.7325172, -0.0052033, 3.7325172, -0.0048676, , , , , , , , , , , , , , , , , , , , , , 
3.7329828, -0.0129244, 4.1637115, -0.0085603, , , , , , , 3.7329828, -0.0041962, 3.7329828, 0.0058747, 3.7329828, -0.0219883, 3.7329828, -0.054551, 3.7329828, -0.0058747, 3.7329828, -0.002182, , , , , , , , , , , , , , , , , , , , , , 
3.7334483, -0.0146029, 4.1642308, -0.0072175, , , , , , , 3.7334483, -0.0031891, 3.7334483, 0.0062104, 3.7334483, -0.0216526, 3.7334483, -0.0522011, 3.7334483, -0.0065461, 3.7334483, -0.0008392, , , , , , , , , , , , , , , , , , , , , , 
3.7339138, -0.0164492, 4.16475, -0.0082246, , , , , , , 3.7339138, -0.0016785, 3.7339138, 0.0057069, 3.7339138, -0.023331, 3.7339138, -0.0515297, 3.7339138, -0.0058747, 3.7339138, -0.0001678, , , , , , , , , , , , , , , , , , , , , , 
3.7343793, -0.0179599, 4.1652692, -0.0087282, , , , , , , 3.7343793, 0.0011749, 3.7343793, 0.0058747, 3.7343793, -0.0256809, 3.7343793, -0.051194, 3.7343793, -0.0048676, 3.7343793, 0.0005035, , , , , , , , , , , , , , , , , , , , , , 
3.7348448, -0.0176242, 4.1657885, -0.0109102, , , , , , , 3.7348448, 0.0052033, 3.7348448, 0.0072175, 3.7348448, -0.0273594, 3.7348448, -0.0532082, 3.7348448, -0.0041962, 3.7348448, 0.0005035, , , , , , , , , , , , , , , , , , , , , , 
3.7353103, -0.0159457, 4.1663077, -0.0135958, , , , , , , 3.7353103, 0.0095674, 3.7353103, 0.0085603, 3.7353103, -0.0270237, 3.7353103, -0.0558938, 3.7353103, -0.0031891, 3.7353103, -0.0008392, , , , , , , , , , , , , , , , , , , , , , 
3.7357759, -0.0149386, 4.1668269, -0.0176242, , , , , , , 3.7357759, 0.0132601, 3.7357759, 0.0097353, 3.7357759, -0.0270237, 3.7357759, -0.057908, 3.7357759, -0.002182, 3.7357759, -0.003357, , , , , , , , , , , , , , , , , , , , , , 
3.7362414, -0.0130922, 4.1673462, -0.0209812, , , , , , , 3.7362414, 0.01561, 3.7362414, 0.0105745, 3.7362414, -0.0280308, 3.7362414, -0.0605936, 3.7362414, -0.002182, 3.7362414, -0.0058747, , , , , , , , , , , , , , , , , , , , , , 
3.7367069, -0.012253, 4.1678654, -0.0218204, , , , , , , 3.7367069, 0.0152743, 3.7367069, 0.0105745, 3.7367069, -0.0298772, 3.7367069, -0.0619364, 3.7367069, -0.0025177, 3.7367069, -0.0082246, , , , , , , , , , , , , , , , , , , , , , 
3.7371724, -0.0119173, 4.1683846, -0.0209812, , , , , , , 3.7371724, 0.0146029, 3.7371724, 0.0099031, 3.7371724, -0.0310521, 3.7371724, -0.0599222, 3.7371724, -0.0035248, 3.7371724, -0.0092317, , , , , , , , , , , , , , , , , , , , , , 
3.7376379, -0.0109102, 4.1689038, -0.0196384, , , , , , , 3.7376379, 0.0146029, 3.7376379, 0.0092317, 3.7376379, -0.030045, 3.7376379, -0.0560616, 3.7376379, -0.0038605, 3.7376379, -0.0075532, , , , , , , , , , , , , , , , , , , , , , 
3.7381034, -0.0082246, 4.1694231, -0.0162814, , , , , , , 3.7381034, 0.0147707, 3.7381034, 0.0099031, 3.7381034, -0.0293736, 3.7381034, -0.0547189, 3.7381034, -0.002182, 3.7381034, -0.0058747, , , , , , , , , , , , , , , , , , , , , , 
3.738569, -0.0048676, 4.1699423, -0.0146029, , , , , , , 3.738569, 0.0169528, 3.738569, 0.0105745, 3.738569, -0.0295415, 3.738569, -0.0565652, 3.738569, -0.002182, 3.738569, -0.0060426, , , , , , , , , , , , , , , , , , , , , , 
3.7390345, -0.0028534, 4.1704615, -0.0179599, , , , , , , 3.7390345, 0.0206455, 3.7390345, 0.0119173, 3.7390345, -0.0293736, 3.7390345, -0.0575723, 3.7390345, -0.0031891, 3.7390345, -0.0072175, , , , , , , , , , , , , , , , , , , , , , 
3.7395, -0.0041962, 4.1709808, -0.0243381, , , , , , , 3.7395, 0.023331, 3.7395, 0.0130922, 3.7395, -0.0290379, 3.7395, -0.0569009, 3.7395, -0.002182, 3.7395, -0.0068818, , , , , , , , , , , , , , , , , , , , , , 
3.7399655, -0.0050355, 4.1715, -0.0287022, , , , , , , 3.7399655, 0.024506, 3.7399655, 0.0137636, 3.7399655, -0.0290379, 3.7399655, -0.0562295, 3.7399655, -0.0001678, 3.7399655, -0.005539, , , , , , , , , , , , , , , , , , , , , , 
3.740431, -0.0041962, 4.1720192, -0.026688, , , , , , , 3.740431, 0.023331, 3.740431, 0.0132601, 3.740431, -0.0297093, 3.740431, -0.0558938, 3.740431, 0.0005035, 3.740431, -0.0072175, , , , , , , , , , , , , , , , , , , , , , 
3.7408966, -0.0035248, 4.1725385, -0.0219883, , , , , , , 3.7408966, 0.0226596, 3.7408966, 0.0129244, 3.7408966, -0.0283665, 3.7408966, -0.0562295, 3.7408966, -0.0005035, 3.7408966, -0.0092317, , , , , , , , , , , , , , , , , , , , , , 
3.7413621, -0.0045319, 4.1730577, -0.0193027, , , , , , , 3.7413621, 0.023331, 3.7413621, 0.012253, 3.7413621, -0.0271916, 3.7413621, -0.0562295, 3.7413621, -0.0011749, 3.7413621, -0.0099031, , , , , , , , , , , , , , , , , , , , , , 
3.7418276, -0.0052033, 4.1735769, -0.017792, , , , , , , 3.7418276, 0.0243381, 3.7418276, 0.0112459, 3.7418276, -0.0270237, 3.7418276, -0.0532082, 3.7418276, -0.002182, 3.7418276, -0.012253, , , , , , , , , , , , , , , , , , , , , , 
3.7422931, -0.0035248, 4.1740962, -0.0176242, , , , , , , 3.7422931, 0.0253452, 3.7422931, 0.0102388, 3.7422931, -0.0273594, 3.7422931, -0.0488441, 3.7422931, -0.0025177, 3.7422931, -0.0176242, , , , , , , , , , , , , , , , , , , , , , 
3.7427586, -0.002182, 4.1746154, -0.0169528, , , , , , , 3.7427586, 0.0260166, 3.7427586, 0.0105745, 3.7427586, -0.0276951, 3.7427586, -0.043473, 3.7427586, -0.0031891, 3.7427586, -0.0248417, , , , , , , , , , , , , , , , , , , , , , 
3.7432241, -0.002182, 4.1751346, -0.0139315, , , , , , , 3.7432241, 0.0256809, 3.7432241, 0.0117494, 3.7432241, -0.0292058, 3.7432241, -0.0404517, 3.7432241, -0.0028534, 3.7432241, -0.0310521, , , , , , , , , , , , , , , , , , , , , , 
3.7436897, -0.0031891, 4.1756538, -0.0115816, , , , , , , 3.7436897, 0.0253452, 3.7436897, 0.0132601, 3.7436897, -0.0297093, 3.7436897, -0.0396124, 3.7436897, -0.0028534, 3.7436897, -0.0323949, , , , , , , , , , , , , , , , , , , , , , 
3.7441552, -0.002182, 4.1761731, -0.0124208, , , , , , , 3.7441552, 0.0256809, 3.7441552, 0.012253, 3.7441552, -0.0292058, 3.7441552, -0.0377661, 3.7441552, -0.0011749, 3.7441552, -0.0320592, , , , , , , , , , , , , , , , , , , , , , 
3.7446207, 0.0008392, 4.1766923, -0.0152743, , , , , , , 3.7446207, 0.0260166, 3.7446207, 0.0112459, 3.7446207, -0.0275273, 3.7446207, -0.0327306, 3.7446207, -0.0001678, 3.7446207, -0.033402, , , , , , , , , , , , , , , , , , , , , , 
3.7450862, 0.0031891, 4.1772115, -0.0176242, , , , , , , 3.7450862, 0.0263523, 3.7450862, 0.0105745, 3.7450862, -0.0271916, 3.7450862, -0.0265202, 3.7450862, 0.0005035, 3.7450862, -0.0374304, , , , , , , , , , , , , , , , , , , , , , 
3.7455517, 0.0038605, 4.1777308, -0.0196384, , , , , , , 3.7455517, 0.0253452, 3.7455517, 0.0124208, 3.7455517, -0.0276951, 3.7455517, -0.0213169, 3.7455517, -0.0001678, 3.7455517, -0.0407874, , , , , , , , , , , , , , , , , , , , , , 
3.7460172, 0.0030213, 4.17825, -0.021149, , , , , , , 3.7460172, 0.0246738, 3.7460172, 0.0146029, 3.7460172, -0.0276951, 3.7460172, -0.018967, 3.7460172, -0.0008392, 3.7460172, -0.0404517, , , , , , , , , , , , , , , , , , , , , , 
3.7464828, 0.0018463, 4.1787692, -0.0218204, , , , , , , 3.7464828, 0.0253452, 3.7464828, 0.0159457, 3.7464828, -0.0283665, 3.7464828, -0.0171206, 3.7464828, -0.0015106, 3.7464828, -0.0377661, , , , , , , , , , , , , , , , , , , , , , 
3.7469483, 0.0011749, 4.1792885, -0.0203098, , , , , , , 3.7469483, 0.0256809, 3.7469483, 0.0159457, 3.7469483, -0.0287022, 3.7469483, -0.01561, 3.7469483, -0.0020142, 3.7469483, -0.0372625, , , , , , , , , , , , , , , , , , , , , , 
3.7474138, -0.0001678, 4.1798077, -0.0176242, , , , , , , 3.7474138, 0.0256809, 3.7474138, 0.0152743, 3.7474138, -0.0303807, 3.7474138, -0.01561, 3.7474138, -0.0035248, 3.7474138, -0.0394446, , , , , , , , , , , , , , , , , , , , , , 
3.7478793, -0.0035248, 4.1803269, -0.0162814, , , , , , , 3.7478793, 0.0253452, 3.7478793, 0.0159457, 3.7478793, -0.03122, 3.7478793, -0.0159457, 3.7478793, -0.0038605, 3.7478793, -0.0394446, , , , , , , , , , , , , , , , , , , , , , 
3.7483448, -0.0048676, 4.1808462, -0.0169528, , , , , , , 3.7483448, 0.0240024, 3.7483448, 0.0167849, 3.7483448, -0.0297093, 3.7483448, -0.0162814, 3.7483448, -0.0030213, 3.7483448, -0.0377661, , , , , , , , , , , , , , , , , , , , , , 
3.7488103, -0.0031891, 4.1813654, -0.01561, , , , , , , 3.7488103, 0.0240024, 3.7488103, 0.0179599, 3.7488103, -0.0273594, 3.7488103, -0.018967, 3.7488103, -0.0018463, 3.7488103, -0.0357519, , , , , , , , , , , , , , , , , , , , , , 
3.7492759, -0.0018463, 4.1818846, -0.0137636, , , , , , , 3.7492759, 0.0236667, 3.7492759, 0.0179599, 3.7492759, -0.026688, 3.7492759, -0.0236667, 3.7492759, -0.0018463, 3.7492759, -0.0357519, , , , , , , , , , , , , , , , , , , , , , 
3.7497414, -0.0011749, 4.1824038, -0.0137636, , , , , , , 3.7497414, 0.0216526, 3.7497414, 0.0166171, 3.7497414, -0.0273594, 3.7497414, -0.0251774, 3.7497414, -0.0023499, 3.7497414, -0.0370947, , , , , , , , , , , , , , , , , , , , , , 
3.7502069, -0.0008392, 4.1829231, -0.01561, , , , , , , 3.7502069, 0.0179599, 3.7502069, 0.0164492, 3.7502069, -0.0297093, 3.7502069, -0.0219883, 3.7502069, -0.0043641, 3.7502069, -0.0381018, , , , , , , , , , , , , , , , , , , , , , 
3.7506724, -0.0005035, 4.1834423, -0.0169528, , , , , , , 3.7506724, 0.0142672, 3.7506724, 0.0159457, 3.7506724, -0.0305486, 3.7506724, -0.0164492, 3.7506724, -0.0050355, 3.7506724, -0.0357519, , , , , , , , , , , , , , , , , , , , , , 
3.7511379, -0.0001678, 4.1839615, -0.0179599, , , , , , , 3.7511379, 0.0105745, 3.7511379, 0.0159457, 3.7511379, -0.030045, 3.7511379, -0.0129244, 3.7511379, -0.0058747, 3.7511379, -0.0323949, , , , , , , , , , , , , , , , , , , , , , 
3.7516034, 0.0008392, 4.1844808, -0.0196384, , , , , , , 3.7516034, 0.0075532, 3.7516034, 0.0179599, 3.7516034, -0.030045, 3.7516034, -0.0115816, 3.7516034, -0.0068818, 3.7516034, -0.0290379, , , , , , , , , , , , , , , , , , , , , , 
3.752069, 0.0005035, 4.185, -0.0182956, , , , , , , 3.752069, 0.0048676, 3.752069, 0.0199741, 3.752069, -0.0302129, 3.752069, -0.0115816, 3.752069, -0.0073854, 3.752069, -0.0273594, , , , , , , , , , , , , , , , , , , , , , 
3.7525345, -0.0003357, 4.1855192, -0.0142672, , , , , , , 3.7525345, 0.0028534, 3.7525345, 0.0198062, 3.7525345, -0.0310521, 3.7525345, -0.0092317, 3.7525345, -0.0065461, 3.7525345, -0.0270237, , , , , , , , , , , , , , , , , , , , , , 
3.753, 0.0005035, 4.1860385, -0.0105745, , , , , , , 3.753, 0.0011749, 3.753, 0.0203098, 3.753, -0.0317235, 3.753, -0.0045319, 3.753, -0.0062104, 3.753, -0.0263523, , , , , , , , , , , , , , , , , , , , , , 
3.7534655, 0.0023499, 4.1865577, -0.0099031, , , , , , , 3.7534655, -0.0011749, 3.7534655, 0.0216526, 3.7534655, -0.0313878, 3.7534655, -0.0018463, 3.7534655, -0.0075532, 3.7534655, -0.0250095, , , , , , , , , , , , , , , , , , , , , , 
3.753931, 0.0025177, 4.1870769, -0.0109102, , , , , , , 3.753931, -0.0028534, 3.753931, 0.0223239, 3.753931, -0.0285344, 3.753931, -0.0041962, 3.753931, -0.0072175, 3.753931, -0.0243381, , , , , , , , , , , , , , , , , , , , , , 
3.7543966, 0.0025177, 4.1875962, -0.0102388, , , , , , , 3.7543966, -0.0035248, 3.7543966, 0.0213169, 3.7543966, -0.0276951, 3.7543966, -0.0048676, 3.7543966, -0.0065461, 3.7543966, -0.0260166, , , , , , , , , , , , , , , , , , , , , , 
3.7548621, 0.0018463, 4.1881154, -0.008896, , , , , , , 3.7548621, -0.0052033, 3.7548621, 0.0204776, 3.7548621, -0.0292058, 3.7548621, -0.0028534, 3.7548621, -0.0068818, 3.7548621, -0.0285344, , , , , , , , , , , , , , , , , , , , , , 
3.7553276, 0.002182, 4.1886346, -0.0115816, , , , , , , 3.7553276, -0.008896, 3.7553276, 0.0213169, 3.7553276, -0.0290379, 3.7553276, -0.003357, 3.7553276, -0.0072175, 3.7553276, -0.0297093, , , , , , , , , , , , , , , , , , , , , , 
3.7557931, 0.002182, 4.1891538, -0.0142672, , , , , , , 3.7557931, -0.0112459, 3.7557931, 0.0203098, 3.7557931, -0.0280308, 3.7557931, -0.0087282, 3.7557931, -0.0082246, 3.7557931, -0.0290379, , , , , , , , , , , , , , , , , , , , , , 
3.7562586, 0.0025177, 4.1896731, -0.0129244, , , , , , , 3.7562586, -0.011078, 3.7562586, 0.0186313, 3.7562586, -0.026688, 3.7562586, -0.0142672, 3.7562586, -0.0077211, 3.7562586, -0.0293736, , , , , , , , , , , , , , , , , , , , , , 
3.7567241, 0.0025177, 4.1901923, -0.0105745, , , , , , , 3.7567241, -0.0109102, 3.7567241, 0.0172885, 3.7567241, -0.0256809, 3.7567241, -0.0162814, 3.7567241, -0.0062104, 3.7567241, -0.0303807, , , , , , , , , , , , , , , , , , , , , , 
3.7571897, 0.0008392, 4.1907115, -0.0102388, , , , , , , 3.7571897, -0.0129244, 3.7571897, 0.017792, 3.7571897, -0.0256809, 3.7571897, -0.0149386, 3.7571897, -0.005539, 3.7571897, -0.0297093, , , , , , , , , , , , , , , , , , , , , , 
3.7576552, -0.0008392, 4.1912308, -0.0117494, , , , , , , 3.7576552, -0.0152743, 3.7576552, 0.0172885, 3.7576552, -0.0246738, 3.7576552, -0.0127565, 3.7576552, -0.0057069, 3.7576552, -0.0283665, , , , , , , , , , , , , , , , , , , , , , 
3.7581207, -0.0001678, 4.19175, -0.0142672, , , , , , , 3.7581207, -0.0169528, 3.7581207, 0.0169528, 3.7581207, -0.0236667, 3.7581207, -0.0130922, 3.7581207, -0.0048676, 3.7581207, -0.0283665, , , , , , , , , , , , , , , , , , , , , , 
3.7585862, 0.0015106, 4.1922692, -0.01561, , , , , , , 3.7585862, -0.0176242, 3.7585862, 0.0169528, 3.7585862, -0.0234989, 3.7585862, -0.0162814, 3.7585862, -0.0038605, 3.7585862, -0.0273594, , , , , , , , , , , , , , , , , , , , , , 
3.7590517, 0.0016785, 4.1927885, -0.0139315, , , , , , , 3.7590517, -0.0172885, 3.7590517, 0.017792, 3.7590517, -0.023331, 3.7590517, -0.0193027, 3.7590517, -0.0035248, 3.7590517, -0.0236667, , , , , , , , , , , , , , , , , , , , , , 
3.7595172, 0.0008392, 4.1933077, -0.0115816, , , , , , , 3.7595172, -0.0166171, 3.7595172, 0.0179599, 3.7595172, -0.0231632, 3.7595172, -0.0223239, 3.7595172, -0.0048676, 3.7595172, -0.0203098, , , , , , , , , , , , , , , , , , , , , , 
3.7599828, -0.0008392, 4.1938269, -0.008896, , , , , , , 3.7599828, -0.0171206, 3.7599828, 0.0169528, 3.7599828, -0.0226596, 3.7599828, -0.0263523, 3.7599828, -0.005539, 3.7599828, -0.0186313, , , , , , , , , , , , , , , , , , , , , , 
3.7604483, -0.0016785, 4.1943462, -0.0048676, , , , , , , 3.7604483, -0.018967, 3.7604483, 0.0139315, 3.7604483, -0.0229953, 3.7604483, -0.0297093, 3.7604483, -0.0043641, 3.7604483, -0.0182956, , , , , , , , , , , , , , , , , , , , , , 
3.7609138, -0.002182, 4.1948654, -0.002182, , , , , , , 3.7609138, -0.0196384, 3.7609138, 0.0125887, 3.7609138, -0.0231632, 3.7609138, -0.0317235, 3.7609138, -0.0045319, 3.7609138, -0.0193027, , , , , , , , , , , , , , , , , , , , , , 
3.7613793, -0.002182, 4.1953846, -0.0035248, , , , , , , 3.7613793, -0.0193027, 3.7613793, 0.0146029, 3.7613793, -0.0223239, 3.7613793, -0.033402, 3.7613793, -0.0041962, 3.7613793, -0.0206455, , , , , , , , , , , , , , , , , , , , , , 
3.7618448, -0.0038605, 4.1959038, -0.008896, , , , , , , 3.7618448, -0.0182956, 3.7618448, 0.0166171, 3.7618448, -0.0219883, 3.7618448, -0.0317235, 3.7618448, -0.0035248, 3.7618448, -0.0209812, , , , , , , , , , , , , , , , , , , , , , 
3.7623103, -0.0085603, 4.1964231, -0.0114137, , , , , , , 3.7623103, -0.0176242, 3.7623103, 0.0171206, 3.7623103, -0.0226596, 3.7623103, -0.0270237, 3.7623103, -0.0035248, 3.7623103, -0.0196384, , , , , , , , , , , , , , , , , , , , , , 
3.7627759, -0.0146029, 4.1969423, -0.0109102, , , , , , , 3.7627759, -0.0182956, 3.7627759, 0.0166171, 3.7627759, -0.0226596, 3.7627759, -0.0256809, 3.7627759, -0.0035248, 3.7627759, -0.0166171, , , , , , , , , , , , , , , , , , , , , , 
3.7632414, -0.0184634, 4.1974615, -0.0119173, , , , , , , 3.7632414, -0.0181277, 3.7632414, 0.0161135, 3.7632414, -0.0223239, 3.7632414, -0.0280308, 3.7632414, -0.0025177, 3.7632414, -0.0132601, , , , , , , , , , , , , , , , , , , , , , 
3.7637069, -0.0182956, 4.1979808, -0.0142672, , , , , , , 3.7637069, -0.0167849, 3.7637069, 0.0159457, 3.7637069, -0.0228275, 3.7637069, -0.0303807, 3.7637069, -0.0015106, 3.7637069, -0.0087282, , , , , , , , , , , , , , , , , , , , , , 
3.7641724, -0.01561, 4.1985, -0.01561, , , , , , , 3.7641724, -0.0162814, 3.7641724, 0.0159457, 3.7641724, -0.0229953, 3.7641724, -0.0340734, 3.7641724, -0.0015106, 3.7641724, -0.0035248, , , , , , , , , , , , , , , , , , , , , , 
3.7646379, -0.012253, 4.1990192, -0.0157778, , , , , , , 3.7646379, -0.01561, 3.7646379, 0.0162814, 3.7646379, -0.0229953, 3.7646379, -0.0386053, 3.7646379, -0.0025177, 3.7646379, -0.0001678, , , , , , , , , , , , , , , , , , , , , , 
3.7651034, -0.0109102, 4.1995385, -0.0169528, , , , , , , 3.7651034, -0.0162814, 3.7651034, 0.0166171, 3.7651034, -0.0236667, 3.7651034, -0.0411231, 3.7651034, -0.0018463, 3.7651034, 0.0015106, , , , , , , , , , , , , , , , , , , , , , 
3.765569, -0.0109102, 4.2000577, -0.0194705, , , , , , , 3.765569, -0.0186313, 3.765569, 0.0169528, 3.765569, -0.0250095, 3.765569, -0.0428016, 3.765569, -0.0015106, 3.765569, 0.0016785, , , , , , , , , , , , , , , , , , , , , , 
3.7660345, -0.0112459, 4.2005769, -0.0181277, , , , , , , 3.7660345, -0.0209812, 3.7660345, 0.0164492, 3.7660345, -0.0263523, 3.7660345, -0.0433051, 3.7660345, -0.0020142, 3.7660345, 0.0025177, , , , , , , , , , , , , , , , , , , , , , 
3.7665, -0.0109102, 4.2010962, -0.0132601, , , , , , , 3.7665, -0.0223239, 3.7665, 0.0161135, 3.7665, -0.0270237, 3.7665, -0.0409552, 3.7665, -0.0018463, 3.7665, 0.0048676, , , , , , , , , , , , , , , , , , , , , , 
3.7669655, -0.0095674, 4.2016154, -0.0092317, , , , , , , 3.7669655, -0.0236667, 3.7669655, 0.0169528, 3.7669655, -0.0273594, 3.7669655, -0.0384375, 3.7669655, -0.0020142, 3.7669655, 0.0065461, , , , , , , , , , , , , , , , , , , , , , 
3.767431, -0.0082246, 4.2021346, -0.0058747, , , , , , , 3.767431, -0.0246738, 3.767431, 0.0179599, 3.767431, -0.0276951, 3.767431, -0.0382696, 3.767431, -0.0030213, 3.767431, 0.0072175, , , , , , , , , , , , , , , , , , , , , , 
3.7678966, -0.0075532, 4.2026538, -0.0041962, , , , , , , 3.7678966, -0.0256809, 3.7678966, 0.017792, 3.7678966, -0.0273594, 3.7678966, -0.0377661, 3.7678966, -0.0018463, 3.7678966, 0.0078889, , , , , , , , , , , , , , , , , , , , , , 
3.7683621, -0.0085603, 4.2031731, -0.0052033, , , , , , , 3.7683621, -0.0270237, 3.7683621, 0.0171206, 3.7683621, -0.0263523, 3.7683621, -0.0337377, 3.7683621, -0.0015106, 3.7683621, 0.0072175, , , , , , , , , , , , , , , , , , , , , , 
3.7688276, -0.0095674, 4.2036923, -0.0072175, , , , , , , 3.7688276, -0.0263523, 3.7688276, 0.0169528, 3.7688276, -0.0256809, 3.7688276, -0.0290379, 3.7688276, -0.0016785, 3.7688276, 0.0048676, , , , , , , , , , , , , , , , , , , , , , 
3.7692931, -0.0095674, 4.2042115, -0.0057069, , , , , , , 3.7692931, -0.0250095, 3.7692931, 0.0184634, 3.7692931, -0.0260166, 3.7692931, -0.0240024, 3.7692931, -0.002182, 3.7692931, 0.002182, , , , , , , , , , , , , , , , , , , , , , 
3.7697586, -0.0095674, 4.2047308, -0.0028534, , , , , , , 3.7697586, -0.0238346, 3.7697586, 0.0206455, 3.7697586, -0.0273594, 3.7697586, -0.0182956, 3.7697586, -0.0025177, 3.7697586, 0.0016785, , , , , , , , , , , , , , , , , , , , , , 
3.7702241, -0.0099031, 4.20525, -0.0015106, , , , , , , 3.7702241, -0.0240024, 3.7702241, 0.0206455, 3.7702241, -0.0283665, 3.7702241, -0.0149386, 3.7702241, -0.0015106, 3.7702241, 0.0018463, , , , , , , , , , , , , , , , , , , , , , 
3.7706897, -0.012253, 4.2057692, -0.0028534, , , , , , , 3.7706897, -0.0250095, 3.7706897, 0.0199741, 3.7706897, -0.0273594, 3.7706897, -0.0176242, 3.7706897, -0.0010071, 3.7706897, 0.0005035, , , , , , , , , , , , , , , , , , , , , , 
3.7711552, -0.0149386, 4.2062885, -0.0062104, , , , , , , 3.7711552, -0.0253452, 3.7711552, 0.0206455, 3.7711552, -0.0270237, 3.7711552, -0.0219883, 3.7711552, -0.0025177, 3.7711552, -0.0003357, , , , , , , , , , , , , , , , , , , , , , 
